Presynaptic_ID,Postsynaptic_ID,Presynaptic_Index,Postsynaptic_Index,Connectivity,Excitatory,Excitatory x Connectivity,pre_type,post_type,pre_side,post_side
720575940647731252,720575940621084771,136042,47211,17,1,17,aMe12,KCg-d,right,right
720575940647731252,720575940612739186,136042,15076,1,1,1,aMe12,KCg-d,right,right
720575940647731252,720575940605829297,136042,2313,1,1,1,aMe12,KCg-d,right,left
720575940647731252,720575940618776833,136042,36541,3,1,3,aMe12,KCg-d,right,right
720575940647731252,720575940627229007,136042,81179,9,1,9,aMe12,KCg-d,right,left
720575940647731252,720575940622621164,136042,55999,1,1,1,aMe12,KCg-d,right,right
720575940647731252,720575940626465286,136042,76607,7,1,7,aMe12,KCg-d,right,left
720575940647731252,720575940625766984,136042,73091,15,1,15,aMe12,KCg-d,right,right
720575940647731252,720575940610505426,136042,9315,17,1,17,aMe12,KCg-d,right,right
720575940647731252,720575940627028773,136042,79827,1,1,1,aMe12,KCg-d,right,right
720575940647731252,720575940632839085,136042,110281,14,1,14,aMe12,KCg-d,right,right
720575940647731252,720575940631448531,136042,104029,1,1,1,aMe12,KCg-d,right,right
720575940647731252,720575940620227617,136042,42501,2,1,2,aMe12,KCg-d,right,left
720575940647731252,720575940616885298,136042,28824,5,1,5,aMe12,KCg-d,right,right
720575940647731252,720575940623977545,136042,63649,6,1,6,aMe12,KCg-d,right,right
720575940647731252,720575940628259914,136042,87172,1,1,1,aMe12,KCg-d,right,right
720575940647731252,720575940608312533,136042,5817,12,1,12,aMe12,KCg-d,right,right
720575940647731252,720575940628215056,136042,86910,2,1,2,aMe12,KCg-d,right,right
720575940647731252,720575940625777939,136042,73153,1,1,1,aMe12,KCg-d,right,right
720575940647731252,720575940611310894,136042,11015,16,1,16,aMe12,KCg-d,right,right
720575940647731252,720575940615476667,136042,23980,13,1,13,aMe12,KCg-d,right,right
720575940647731252,720575940620236270,136042,42548,4,1,4,aMe12,KCg-d,right,left
720575940647731252,720575940610709106,136042,9717,15,1,15,aMe12,KCg-d,right,right
720575940647731252,720575940618817182,136042,36681,12,1,12,aMe12,KCg-d,right,right
720575940647731252,720575940612023983,136042,12875,2,1,2,aMe12,KCg-d,right,right
720575940647731252,720575940642021064,136042,131233,1,1,1,aMe12,KCg-d,right,right
720575940647731252,720575940623906633,136042,63251,2,1,2,aMe12,KCg-d,right,left
720575940647731252,720575940624465900,136042,66538,3,1,3,aMe12,KCg-d,right,right
